Capitales de provincia	Tipo de dato	Periodo	Total
31201 Pamplona/Iruña	Variación relativa	1998	2,93
36038 Pontevedra	Personas	2020	83.260
36038 Pontevedra	Personas	2019	83.029
36038 Pontevedra	Personas	2018	82.802
36038 Pontevedra	Personas	2017	82.671
36038 Pontevedra	Personas	2016	82.549
36038 Pontevedra	Personas	2015	82.539
36038 Pontevedra	Personas	2014	82.946
36038 Pontevedra	Personas	2013	82.934
36038 Pontevedra	Personas	2012	82.684
36038 Pontevedra	Personas	2011	82.400
36038 Pontevedra	Personas	2010	81.981
36038 Pontevedra	Personas	2009	81.576
36038 Pontevedra	Personas	2008	80.749
36038 Pontevedra	Personas	2007	80.202
36038 Pontevedra	Personas	2006	80.096
36038 Pontevedra	Personas	2005	79.372
36038 Pontevedra	Personas	2004	78.715
36038 Pontevedra	Personas	2003	77.993
36038 Pontevedra	Personas	2002	76.798
36038 Pontevedra	Personas	2001	75.864
36038 Pontevedra	Personas	2000	75.212
36038 Pontevedra	Personas	1999	74.139
36038 Pontevedra	Personas	1998	73.871
36038 Pontevedra	Variación absoluta	2020	231
36038 Pontevedra	Variación absoluta	2019	227
36038 Pontevedra	Variación absoluta	2018	131
36038 Pontevedra	Variación absoluta	2017	122
36038 Pontevedra	Variación absoluta	2016	10
36038 Pontevedra	Variación absoluta	2015	-407
36038 Pontevedra	Variación absoluta	2014	12
36038 Pontevedra	Variación absoluta	2013	250
36038 Pontevedra	Variación absoluta	2012	284
36038 Pontevedra	Variación absoluta	2011	419
36038 Pontevedra	Variación absoluta	2010	405
36038 Pontevedra	Variación absoluta	2009	827
36038 Pontevedra	Variación absoluta	2008	547
36038 Pontevedra	Variación absoluta	2007	106
36038 Pontevedra	Variación absoluta	2006	724
36038 Pontevedra	Variación absoluta	2005	657
36038 Pontevedra	Variación absoluta	2004	722
36038 Pontevedra	Variación absoluta	2003	1.195
36038 Pontevedra	Variación absoluta	2002	934
36038 Pontevedra	Variación absoluta	2001	652
36038 Pontevedra	Variación absoluta	2000	1.073
36038 Pontevedra	Variación absoluta	1999	268
36038 Pontevedra	Variación absoluta	1998	-416
36038 Pontevedra	Variación relativa	2020	0,28
36038 Pontevedra	Variación relativa	2019	0,27
36038 Pontevedra	Variación relativa	2018	0,16
36038 Pontevedra	Variación relativa	2017	0,15
36038 Pontevedra	Variación relativa	2016	0,01
36038 Pontevedra	Variación relativa	2015	-0,49
36038 Pontevedra	Variación relativa	2014	0,01
36038 Pontevedra	Variación relativa	2013	0,30
36038 Pontevedra	Variación relativa	2012	0,34
36038 Pontevedra	Variación relativa	2011	0,51
36038 Pontevedra	Variación relativa	2010	0,50
36038 Pontevedra	Variación relativa	2009	1,02
36038 Pontevedra	Variación relativa	2008	0,68
36038 Pontevedra	Variación relativa	2007	0,13
36038 Pontevedra	Variación relativa	2006	0,91
36038 Pontevedra	Variación relativa	2005	0,83
36038 Pontevedra	Variación relativa	2004	0,93
36038 Pontevedra	Variación relativa	2003	1,56
36038 Pontevedra	Variación relativa	2002	1,23
36038 Pontevedra	Variación relativa	2001	0,87
36038 Pontevedra	Variación relativa	2000	1,45
36038 Pontevedra	Variación relativa	1999	0,36
36038 Pontevedra	Variación relativa	1998	-0,56
37274 Salamanca	Personas	2020	144.825
37274 Salamanca	Personas	2019	144.228
37274 Salamanca	Personas	2018	143.978
37274 Salamanca	Personas	2017	144.436
37274 Salamanca	Personas	2016	144.949
37274 Salamanca	Personas	2015	146.438
37274 Salamanca	Personas	2014	148.042
37274 Salamanca	Personas	2013	149.528
37274 Salamanca	Personas	2012	152.048
37274 Salamanca	Personas	2011	153.472
37274 Salamanca	Personas	2010	154.462
37274 Salamanca	Personas	2009	155.619
37274 Salamanca	Personas	2008	155.740
37274 Salamanca	Personas	2007	155.921
37274 Salamanca	Personas	2006	159.754
37274 Salamanca	Personas	2005	160.331
37274 Salamanca	Personas	2004	160.415
37274 Salamanca	Personas	2003	157.906
37274 Salamanca	Personas	2002	156.006
37274 Salamanca	Personas	2001	158.523
37274 Salamanca	Personas	2000	158.556
37274 Salamanca	Personas	1999	158.720
37274 Salamanca	Personas	1998	158.457
37274 Salamanca	Variación absoluta	2020	597
37274 Salamanca	Variación absoluta	2019	250
37274 Salamanca	Variación absoluta	2018	-458
37274 Salamanca	Variación absoluta	2017	-513
37274 Salamanca	Variación absoluta	2016	-1.489
37274 Salamanca	Variación absoluta	2015	-1.604
37274 Salamanca	Variación absoluta	2014	-1.486
37274 Salamanca	Variación absoluta	2013	-2.520
37274 Salamanca	Variación absoluta	2012	-1.424
37274 Salamanca	Variación absoluta	2011	-990
37274 Salamanca	Variación absoluta	2010	-1.157
37274 Salamanca	Variación absoluta	2009	-121
37274 Salamanca	Variación absoluta	2008	-181
37274 Salamanca	Variación absoluta	2007	-3.833
37274 Salamanca	Variación absoluta	2006	-577
37274 Salamanca	Variación absoluta	2005	-84
37274 Salamanca	Variación absoluta	2004	2.509
37274 Salamanca	Variación absoluta	2003	1.900
37274 Salamanca	Variación absoluta	2002	-2.517
37274 Salamanca	Variación absoluta	2001	-33
37274 Salamanca	Variación absoluta	2000	-164
37274 Salamanca	Variación absoluta	1999	263
37274 Salamanca	Variación absoluta	1998	-768
37274 Salamanca	Variación relativa	2020	0,41
37274 Salamanca	Variación relativa	2019	0,17
37274 Salamanca	Variación relativa	2018	-0,32
37274 Salamanca	Variación relativa	2017	-0,35
37274 Salamanca	Variación relativa	2016	-1,02
37274 Salamanca	Variación relativa	2015	-1,08
37274 Salamanca	Variación relativa	2014	-0,99
37274 Salamanca	Variación relativa	2013	-1,66
37274 Salamanca	Variación relativa	2012	-0,93
37274 Salamanca	Variación relativa	2011	-0,64
37274 Salamanca	Variación relativa	2010	-0,74
37274 Salamanca	Variación relativa	2009	-0,08
37274 Salamanca	Variación relativa	2008	-0,12
37274 Salamanca	Variación relativa	2007	-2,40
37274 Salamanca	Variación relativa	2006	-0,36
37274 Salamanca	Variación relativa	2005	-0,05
37274 Salamanca	Variación relativa	2004	1,59
37274 Salamanca	Variación relativa	2003	1,22
37274 Salamanca	Variación relativa	2002	-1,59
37274 Salamanca	Variación relativa	2001	-0,02
37274 Salamanca	Variación relativa	2000	-0,10
37274 Salamanca	Variación relativa	1999	0,17
37274 Salamanca	Variación relativa	1998	-0,48
38038 Santa Cruz de Tenerife	Personas	2020	209.194
38038 Santa Cruz de Tenerife	Personas	2019	207.312
38038 Santa Cruz de Tenerife	Personas	2018	204.856
38038 Santa Cruz de Tenerife	Personas	2017	203.692
38038 Santa Cruz de Tenerife	Personas	2016	203.585
38038 Santa Cruz de Tenerife	Personas	2015	203.811
38038 Santa Cruz de Tenerife	Personas	2014	205.279
38038 Santa Cruz de Tenerife	Personas	2013	206.593
38038 Santa Cruz de Tenerife	Personas	2012	206.965
38038 Santa Cruz de Tenerife	Personas	2011	222.271
38038 Santa Cruz de Tenerife	Personas	2010	222.643
38038 Santa Cruz de Tenerife	Personas	2009	222.417
38038 Santa Cruz de Tenerife	Personas	2008	221.956
38038 Santa Cruz de Tenerife	Personas	2007	220.902
38038 Santa Cruz de Tenerife	Personas	2006	223.148
38038 Santa Cruz de Tenerife	Personas	2005	221.567
38038 Santa Cruz de Tenerife	Personas	2004	219.446
38038 Santa Cruz de Tenerife	Personas	2003	220.022
38038 Santa Cruz de Tenerife	Personas	2002	217.415
38038 Santa Cruz de Tenerife	Personas	2001	214.153
38038 Santa Cruz de Tenerife	Personas	2000	215.132
38038 Santa Cruz de Tenerife	Personas	1999	213.050
38038 Santa Cruz de Tenerife	Personas	1998	211.930
38038 Santa Cruz de Tenerife	Variación absoluta	2020	1.882
38038 Santa Cruz de Tenerife	Variación absoluta	2019	2.456
38038 Santa Cruz de Tenerife	Variación absoluta	2018	1.164
38038 Santa Cruz de Tenerife	Variación absoluta	2017	107
38038 Santa Cruz de Tenerife	Variación absoluta	2016	-226
38038 Santa Cruz de Tenerife	Variación absoluta	2015	-1.468
38038 Santa Cruz de Tenerife	Variación absoluta	2014	-1.314
38038 Santa Cruz de Tenerife	Variación absoluta	2013	-372
38038 Santa Cruz de Tenerife	Variación absoluta	2012	-15.306
38038 Santa Cruz de Tenerife	Variación absoluta	2011	-372
38038 Santa Cruz de Tenerife	Variación absoluta	2010	226
38038 Santa Cruz de Tenerife	Variación absoluta	2009	461
38038 Santa Cruz de Tenerife	Variación absoluta	2008	1.054
38038 Santa Cruz de Tenerife	Variación absoluta	2007	-2.246
38038 Santa Cruz de Tenerife	Variación absoluta	2006	1.581
38038 Santa Cruz de Tenerife	Variación absoluta	2005	2.121
38038 Santa Cruz de Tenerife	Variación absoluta	2004	-576
38038 Santa Cruz de Tenerife	Variación absoluta	2003	2.607
38038 Santa Cruz de Tenerife	Variación absoluta	2002	3.262
38038 Santa Cruz de Tenerife	Variación absoluta	2001	-979
38038 Santa Cruz de Tenerife	Variación absoluta	2000	2.082
38038 Santa Cruz de Tenerife	Variación absoluta	1999	1.120
38038 Santa Cruz de Tenerife	Variación absoluta	1998	8.143
38038 Santa Cruz de Tenerife	Variación relativa	2020	0,91
38038 Santa Cruz de Tenerife	Variación relativa	2019	1,20
38038 Santa Cruz de Tenerife	Variación relativa	2018	0,57
38038 Santa Cruz de Tenerife	Variación relativa	2017	0,05
38038 Santa Cruz de Tenerife	Variación relativa	2016	-0,11
38038 Santa Cruz de Tenerife	Variación relativa	2015	-0,72
38038 Santa Cruz de Tenerife	Variación relativa	2014	-0,64
38038 Santa Cruz de Tenerife	Variación relativa	2013	-0,18
38038 Santa Cruz de Tenerife	Variación relativa	2012	-6,89
38038 Santa Cruz de Tenerife	Variación relativa	2011	-0,17
38038 Santa Cruz de Tenerife	Variación relativa	2010	0,10
38038 Santa Cruz de Tenerife	Variación relativa	2009	0,21
38038 Santa Cruz de Tenerife	Variación relativa	2008	0,48
38038 Santa Cruz de Tenerife	Variación relativa	2007	-1,01
38038 Santa Cruz de Tenerife	Variación relativa	2006	0,71
38038 Santa Cruz de Tenerife	Variación relativa	2005	0,97
38038 Santa Cruz de Tenerife	Variación relativa	2004	-0,26
38038 Santa Cruz de Tenerife	Variación relativa	2003	1,20
38038 Santa Cruz de Tenerife	Variación relativa	2002	1,52
38038 Santa Cruz de Tenerife	Variación relativa	2001	-0,46
38038 Santa Cruz de Tenerife	Variación relativa	2000	0,98
38038 Santa Cruz de Tenerife	Variación relativa	1999	0,53
38038 Santa Cruz de Tenerife	Variación relativa	1998	4,00
39075 Santander	Personas	2020	173.375
39075 Santander	Personas	2019	172.539
39075 Santander	Personas	2018	172.044
39075 Santander	Personas	2017	171.951
39075 Santander	Personas	2016	172.656
39075 Santander	Personas	2015	173.957
39075 Santander	Personas	2014	175.736
39075 Santander	Personas	2013	177.123
39075 Santander	Personas	2012	178.465
39075 Santander	Personas	2011	179.921
39075 Santander	Personas	2010	181.589
39075 Santander	Personas	2009	182.700
39075 Santander	Personas	2008	182.302
39075 Santander	Personas	2007	181.802
39075 Santander	Personas	2006	182.926
39075 Santander	Personas	2005	183.955
39075 Santander	Personas	2004	183.799
39075 Santander	Personas	2003	184.778
39075 Santander	Personas	2002	184.661
39075 Santander	Personas	2001	185.231
39075 Santander	Personas	2000	184.264
39075 Santander	Personas	1999	184.165
39075 Santander	Personas	1998	184.165
39075 Santander	Variación absoluta	2020	836
39075 Santander	Variación absoluta	2019	495
39075 Santander	Variación absoluta	2018	93
39075 Santander	Variación absoluta	2017	-705
39075 Santander	Variación absoluta	2016	-1.301
39075 Santander	Variación absoluta	2015	-1.779
39075 Santander	Variación absoluta	2014	-1.387
39075 Santander	Variación absoluta	2013	-1.342
39075 Santander	Variación absoluta	2012	-1.456
39075 Santander	Variación absoluta	2011	-1.668
39075 Santander	Variación absoluta	2010	-1.111
39075 Santander	Variación absoluta	2009	398
39075 Santander	Variación absoluta	2008	500
39075 Santander	Variación absoluta	2007	-1.124
39075 Santander	Variación absoluta	2006	-1.029
39075 Santander	Variación absoluta	2005	156
39075 Santander	Variación absoluta	2004	-979
39075 Santander	Variación absoluta	2003	117
39075 Santander	Variación absoluta	2002	-570
39075 Santander	Variación absoluta	2001	967
39075 Santander	Variación absoluta	2000	99
39075 Santander	Variación absoluta	1999	0
39075 Santander	Variación absoluta	1998	-1.245
39075 Santander	Variación relativa	2020	0,48
39075 Santander	Variación relativa	2019	0,29
39075 Santander	Variación relativa	2018	0,05
39075 Santander	Variación relativa	2017	-0,41
39075 Santander	Variación relativa	2016	-0,75
39075 Santander	Variación relativa	2015	-1,01
39075 Santander	Variación relativa	2014	-0,78
39075 Santander	Variación relativa	2013	-0,75
39075 Santander	Variación relativa	2012	-0,81
39075 Santander	Variación relativa	2011	-0,92
39075 Santander	Variación relativa	2010	-0,61
39075 Santander	Variación relativa	2009	0,22
39075 Santander	Variación relativa	2008	0,28
39075 Santander	Variación relativa	2007	-0,61
39075 Santander	Variación relativa	2006	-0,56
39075 Santander	Variación relativa	2005	0,08
39075 Santander	Variación relativa	2004	-0,53
39075 Santander	Variación relativa	2003	0,06
39075 Santander	Variación relativa	2002	-0,31
39075 Santander	Variación relativa	2001	0,52
39075 Santander	Variación relativa	2000	0,05
39075 Santander	Variación relativa	1999	0,00
39075 Santander	Variación relativa	1998	-0,67
40194 Segovia	Personas	2020	52.057
40194 Segovia	Personas	2019	51.674
40194 Segovia	Personas	2018	51.683
40194 Segovia	Personas	2017	51.756
40194 Segovia	Personas	2016	52.257
40194 Segovia	Personas	2015	52.728
40194 Segovia	Personas	2014	53.260
40194 Segovia	Personas	2013	54.309
40194 Segovia	Personas	2012	54.844
40194 Segovia	Personas	2011	55.220
40194 Segovia	Personas	2010	55.748
40194 Segovia	Personas	2009	56.660
40194 Segovia	Personas	2008	56.858
40194 Segovia	Personas	2007	56.047
40194 Segovia	Personas	2006	55.476
40194 Segovia	Personas	2005	55.942
40194 Segovia	Personas	2004	55.586
40194 Segovia	Personas	2003	55.640
40194 Segovia	Personas	2002	54.945
40194 Segovia	Personas	2001	54.039
40194 Segovia	Personas	2000	54.034
40194 Segovia	Personas	1999	54.175
40194 Segovia	Personas	1998	54.012
40194 Segovia	Variación absoluta	2020	383
40194 Segovia	Variación absoluta	2019	-9
40194 Segovia	Variación absoluta	2018	-73
40194 Segovia	Variación absoluta	2017	-501
40194 Segovia	Variación absoluta	2016	-471
40194 Segovia	Variación absoluta	2015	-532
40194 Segovia	Variación absoluta	2014	-1.049
40194 Segovia	Variación absoluta	2013	-535
40194 Segovia	Variación absoluta	2012	-376
40194 Segovia	Variación absoluta	2011	-528
40194 Segovia	Variación absoluta	2010	-912
40194 Segovia	Variación absoluta	2009	-198
40194 Segovia	Variación absoluta	2008	811
40194 Segovia	Variación absoluta	2007	571
40194 Segovia	Variación absoluta	2006	-466
40194 Segovia	Variación absoluta	2005	356
40194 Segovia	Variación absoluta	2004	-54
40194 Segovia	Variación absoluta	2003	695
40194 Segovia	Variación absoluta	2002	906
40194 Segovia	Variación absoluta	2001	5
40194 Segovia	Variación absoluta	2000	-141
40194 Segovia	Variación absoluta	1999	163
40194 Segovia	Variación absoluta	1998	-275
40194 Segovia	Variación relativa	2020	0,74
40194 Segovia	Variación relativa	2019	-0,02
40194 Segovia	Variación relativa	2018	-0,14
40194 Segovia	Variación relativa	2017	-0,96
40194 Segovia	Variación relativa	2016	-0,89
40194 Segovia	Variación relativa	2015	-1,00
40194 Segovia	Variación relativa	2014	-1,93
40194 Segovia	Variación relativa	2013	-0,98
40194 Segovia	Variación relativa	2012	-0,68
40194 Segovia	Variación relativa	2011	-0,95
40194 Segovia	Variación relativa	2010	-1,61
40194 Segovia	Variación relativa	2009	-0,35
40194 Segovia	Variación relativa	2008	1,45
40194 Segovia	Variación relativa	2007	1,03
40194 Segovia	Variación relativa	2006	-0,83
40194 Segovia	Variación relativa	2005	0,64
40194 Segovia	Variación relativa	2004	-0,10
40194 Segovia	Variación relativa	2003	1,26
40194 Segovia	Variación relativa	2002	1,68
40194 Segovia	Variación relativa	2001	0,01
40194 Segovia	Variación relativa	2000	-0,26
40194 Segovia	Variación relativa	1999	0,30
40194 Segovia	Variación relativa	1998	-0,51
41091 Sevilla	Personas	2020	691.395
41091 Sevilla	Personas	2019	688.592
41091 Sevilla	Personas	2018	688.711
41091 Sevilla	Personas	2017	689.434
41091 Sevilla	Personas	2016	690.566
41091 Sevilla	Personas	2015	693.878
41091 Sevilla	Personas	2014	696.676
41091 Sevilla	Personas	2013	700.169
41091 Sevilla	Personas	2012	702.355
41091 Sevilla	Personas	2011	703.021
41091 Sevilla	Personas	2010	704.198
41091 Sevilla	Personas	2009	703.206
41091 Sevilla	Personas	2008	699.759
41091 Sevilla	Personas	2007	699.145
41091 Sevilla	Personas	2006	704.414
41091 Sevilla	Personas	2005	704.154
41091 Sevilla	Personas	2004	704.203
41091 Sevilla	Personas	2003	709.975
41091 Sevilla	Personas	2002	704.114
41091 Sevilla	Personas	2001	702.520
41091 Sevilla	Personas	2000	700.716
41091 Sevilla	Personas	1999	701.927
41091 Sevilla	Personas	1998	701.927
41091 Sevilla	Variación absoluta	2020	2.803
41091 Sevilla	Variación absoluta	2019	-119
41091 Sevilla	Variación absoluta	2018	-723
41091 Sevilla	Variación absoluta	2017	-1.132
41091 Sevilla	Variación absoluta	2016	-3.312
41091 Sevilla	Variación absoluta	2015	-2.798
41091 Sevilla	Variación absoluta	2014	-3.493
41091 Sevilla	Variación absoluta	2013	-2.186
41091 Sevilla	Variación absoluta	2012	-666
41091 Sevilla	Variación absoluta	2011	-1.177
41091 Sevilla	Variación absoluta	2010	992
41091 Sevilla	Variación absoluta	2009	3.447
41091 Sevilla	Variación absoluta	2008	614
41091 Sevilla	Variación absoluta	2007	-5.269
41091 Sevilla	Variación absoluta	2006	260
41091 Sevilla	Variación absoluta	2005	-49
41091 Sevilla	Variación absoluta	2004	-5.772
41091 Sevilla	Variación absoluta	2003	5.861
41091 Sevilla	Variación absoluta	2002	1.594
41091 Sevilla	Variación absoluta	2001	1.804
41091 Sevilla	Variación absoluta	2000	-1.211
41091 Sevilla	Variación absoluta	1999	0
41091 Sevilla	Variación absoluta	1998	4.440
41091 Sevilla	Variación relativa	2020	0,41
41091 Sevilla	Variación relativa	2019	-0,02
41091 Sevilla	Variación relativa	2018	-0,10
41091 Sevilla	Variación relativa	2017	-0,16
41091 Sevilla	Variación relativa	2016	-0,48
41091 Sevilla	Variación relativa	2015	-0,40
41091 Sevilla	Variación relativa	2014	-0,50
41091 Sevilla	Variación relativa	2013	-0,31
41091 Sevilla	Variación relativa	2012	-0,09
41091 Sevilla	Variación relativa	2011	-0,17
41091 Sevilla	Variación relativa	2010	0,14
41091 Sevilla	Variación relativa	2009	0,49
41091 Sevilla	Variación relativa	2008	0,09
41091 Sevilla	Variación relativa	2007	-0,75
41091 Sevilla	Variación relativa	2006	0,04
41091 Sevilla	Variación relativa	2005	-0,01
41091 Sevilla	Variación relativa	2004	-0,81
41091 Sevilla	Variación relativa	2003	0,83
41091 Sevilla	Variación relativa	2002	0,23
41091 Sevilla	Variación relativa	2001	0,26
41091 Sevilla	Variación relativa	2000	-0,17
41091 Sevilla	Variación relativa	1999	0,00
41091 Sevilla	Variación relativa	1998	0,64
42173 Soria	Personas	2020	39.821
42173 Soria	Personas	2019	39.398
42173 Soria	Personas	2018	39.112
42173 Soria	Personas	2017	38.881
42173 Soria	Personas	2016	39.171
42173 Soria	Personas	2015	39.168
42173 Soria	Personas	2014	39.516
42173 Soria	Personas	2013	39.753
42173 Soria	Personas	2012	40.147
42173 Soria	Personas	2011	39.987
42173 Soria	Personas	2010	39.838
42173 Soria	Personas	2009	39.528
42173 Soria	Personas	2008	39.078
42173 Soria	Personas	2007	38.205
42173 Soria	Personas	2006	38.004
42173 Soria	Personas	2005	37.200
42173 Soria	Personas	2004	35.769
42173 Soria	Personas	2003	35.178
42173 Soria	Personas	2002	35.112
42173 Soria	Personas	2001	34.640
42173 Soria	Personas	2000	34.088
42173 Soria	Personas	1999	34.045
42173 Soria	Personas	1998	33.882
42173 Soria	Variación absoluta	2020	423
42173 Soria	Variación absoluta	2019	286
42173 Soria	Variación absoluta	2018	231
42173 Soria	Variación absoluta	2017	-290
42173 Soria	Variación absoluta	2016	3
42173 Soria	Variación absoluta	2015	-348
42173 Soria	Variación absoluta	2014	-237
42173 Soria	Variación absoluta	2013	-394
42173 Soria	Variación absoluta	2012	160
42173 Soria	Variación absoluta	2011	149
42173 Soria	Variación absoluta	2010	310
42173 Soria	Variación absoluta	2009	450
42173 Soria	Variación absoluta	2008	873
42173 Soria	Variación absoluta	2007	201
42173 Soria	Variación absoluta	2006	804
42173 Soria	Variación absoluta	2005	1.431
42173 Soria	Variación absoluta	2004	591
42173 Soria	Variación absoluta	2003	66
42173 Soria	Variación absoluta	2002	472
42173 Soria	Variación absoluta	2001	552
42173 Soria	Variación absoluta	2000	43
42173 Soria	Variación absoluta	1999	163
42173 Soria	Variación absoluta	1998	285
42173 Soria	Variación relativa	2020	1,07
42173 Soria	Variación relativa	2019	0,73
42173 Soria	Variación relativa	2018	0,59
42173 Soria	Variación relativa	2017	-0,74
42173 Soria	Variación relativa	2016	0,01
42173 Soria	Variación relativa	2015	-0,88
42173 Soria	Variación relativa	2014	-0,60
42173 Soria	Variación relativa	2013	-0,98
42173 Soria	Variación relativa	2012	0,40
42173 Soria	Variación relativa	2011	0,37
42173 Soria	Variación relativa	2010	0,78
42173 Soria	Variación relativa	2009	1,15
42173 Soria	Variación relativa	2008	2,29
42173 Soria	Variación relativa	2007	0,53
42173 Soria	Variación relativa	2006	2,16
42173 Soria	Variación relativa	2005	4,00
42173 Soria	Variación relativa	2004	1,68
42173 Soria	Variación relativa	2003	0,19
42173 Soria	Variación relativa	2002	1,36
42173 Soria	Variación relativa	2001	1,62
42173 Soria	Variación relativa	2000	0,13
42173 Soria	Variación relativa	1999	0,48
42173 Soria	Variación relativa	1998	0,85
43148 Tarragona	Personas	2020	136.496
43148 Tarragona	Personas	2019	134.515
43148 Tarragona	Personas	2018	132.299
43148 Tarragona	Personas	2017	131.507
43148 Tarragona	Personas	2016	131.094
43148 Tarragona	Personas	2015	131.255
43148 Tarragona	Personas	2014	132.199
43148 Tarragona	Personas	2013	133.545
43148 Tarragona	Personas	2012	133.954
43148 Tarragona	Personas	2011	134.085
43148 Tarragona	Personas	2010	140.184
43148 Tarragona	Personas	2009	140.323
43148 Tarragona	Personas	2008	137.536
43148 Tarragona	Personas	2007	134.163
43148 Tarragona	Personas	2006	131.158
43148 Tarragona	Personas	2005	128.152
43148 Tarragona	Personas	2004	123.584
43148 Tarragona	Personas	2003	121.076
43148 Tarragona	Personas	2002	117.184
43148 Tarragona	Personas	2001	115.153
43148 Tarragona	Personas	2000	114.097
43148 Tarragona	Personas	1999	113.016
43148 Tarragona	Personas	1998	112.795
43148 Tarragona	Variación absoluta	2020	1.981
43148 Tarragona	Variación absoluta	2019	2.216
43148 Tarragona	Variación absoluta	2018	792
43148 Tarragona	Variación absoluta	2017	413
43148 Tarragona	Variación absoluta	2016	-161
43148 Tarragona	Variación absoluta	2015	-944
43148 Tarragona	Variación absoluta	2014	-1.346
43148 Tarragona	Variación absoluta	2013	-409
43148 Tarragona	Variación absoluta	2012	-131
43148 Tarragona	Variación absoluta	2011	-6.099
43148 Tarragona	Variación absoluta	2010	-139
43148 Tarragona	Variación absoluta	2009	2.787
43148 Tarragona	Variación absoluta	2008	3.373
43148 Tarragona	Variación absoluta	2007	3.005
43148 Tarragona	Variación absoluta	2006	3.006
43148 Tarragona	Variación absoluta	2005	4.568
43148 Tarragona	Variación absoluta	2004	2.508
43148 Tarragona	Variación absoluta	2003	3.892
43148 Tarragona	Variación absoluta	2002	2.031
43148 Tarragona	Variación absoluta	2001	1.056
43148 Tarragona	Variación absoluta	2000	1.081
43148 Tarragona	Variación absoluta	1999	221
43148 Tarragona	Variación absoluta	1998	619
43148 Tarragona	Variación relativa	2020	1,47
43148 Tarragona	Variación relativa	2019	1,67
43148 Tarragona	Variación relativa	2018	0,60
43148 Tarragona	Variación relativa	2017	0,32
43148 Tarragona	Variación relativa	2016	-0,12
43148 Tarragona	Variación relativa	2015	-0,71
43148 Tarragona	Variación relativa	2014	-1,01
43148 Tarragona	Variación relativa	2013	-0,31
43148 Tarragona	Variación relativa	2012	-0,10
43148 Tarragona	Variación relativa	2011	-4,35
43148 Tarragona	Variación relativa	2010	-0,10
43148 Tarragona	Variación relativa	2009	2,03
43148 Tarragona	Variación relativa	2008	2,51
43148 Tarragona	Variación relativa	2007	2,29
43148 Tarragona	Variación relativa	2006	2,35
43148 Tarragona	Variación relativa	2005	3,70
43148 Tarragona	Variación relativa	2004	2,07
43148 Tarragona	Variación relativa	2003	3,32
43148 Tarragona	Variación relativa	2002	1,76
43148 Tarragona	Variación relativa	2001	0,93
43148 Tarragona	Variación relativa	2000	0,96
43148 Tarragona	Variación relativa	1999	0,20
43148 Tarragona	Variación relativa	1998	0,55
44216 Teruel	Personas	2020	36.240
44216 Teruel	Personas	2019	35.890
44216 Teruel	Personas	2018	35.691
44216 Teruel	Personas	2017	35.484
44216 Teruel	Personas	2016	35.564
44216 Teruel	Personas	2015	35.590
44216 Teruel	Personas	2014	35.675
44216 Teruel	Personas	2013	35.961
44216 Teruel	Personas	2012	35.841
44216 Teruel	Personas	2011	35.288
44216 Teruel	Personas	2010	35.241
44216 Teruel	Personas	2009	35.396
44216 Teruel	Personas	2008	35.037
44216 Teruel	Personas	2007	34.236
44216 Teruel	Personas	2006	33.673
44216 Teruel	Personas	2005	33.238
44216 Teruel	Personas	2004	32.580
44216 Teruel	Personas	2003	32.304
44216 Teruel	Personas	2002	31.506
44216 Teruel	Personas	2001	30.789
44216 Teruel	Personas	2000	30.491
44216 Teruel	Personas	1999	30.047
44216 Teruel	Personas	1998	29.320
44216 Teruel	Variación absoluta	2020	350
44216 Teruel	Variación absoluta	2019	199
44216 Teruel	Variación absoluta	2018	207
44216 Teruel	Variación absoluta	2017	-80
44216 Teruel	Variación absoluta	2016	-26
44216 Teruel	Variación absoluta	2015	-85
44216 Teruel	Variación absoluta	2014	-286
44216 Teruel	Variación absoluta	2013	120
44216 Teruel	Variación absoluta	2012	553
44216 Teruel	Variación absoluta	2011	47
44216 Teruel	Variación absoluta	2010	-155
44216 Teruel	Variación absoluta	2009	359
44216 Teruel	Variación absoluta	2008	801
44216 Teruel	Variación absoluta	2007	563
44216 Teruel	Variación absoluta	2006	435
44216 Teruel	Variación absoluta	2005	658
44216 Teruel	Variación absoluta	2004	276
44216 Teruel	Variación absoluta	2003	798
44216 Teruel	Variación absoluta	2002	717
44216 Teruel	Variación absoluta	2001	298
44216 Teruel	Variación absoluta	2000	444
44216 Teruel	Variación absoluta	1999	727
44216 Teruel	Variación absoluta	1998	326
44216 Teruel	Variación relativa	2020	0,98
44216 Teruel	Variación relativa	2019	0,56
44216 Teruel	Variación relativa	2018	0,58
44216 Teruel	Variación relativa	2017	-0,22
44216 Teruel	Variación relativa	2016	-0,07
44216 Teruel	Variación relativa	2015	-0,24
44216 Teruel	Variación relativa	2014	-0,80
44216 Teruel	Variación relativa	2013	0,33
44216 Teruel	Variación relativa	2012	1,57
44216 Teruel	Variación relativa	2011	0,13
44216 Teruel	Variación relativa	2010	-0,44
44216 Teruel	Variación relativa	2009	1,02
44216 Teruel	Variación relativa	2008	2,34
44216 Teruel	Variación relativa	2007	1,67
44216 Teruel	Variación relativa	2006	1,31
44216 Teruel	Variación relativa	2005	2,02
44216 Teruel	Variación relativa	2004	0,85
44216 Teruel	Variación relativa	2003	2,53
44216 Teruel	Variación relativa	2002	2,33
44216 Teruel	Variación relativa	2001	0,98
44216 Teruel	Variación relativa	2000	1,48
